customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,CustomerRating,MonthlyCharges,TotalCharges,Churn
371223-VAVCL,Male,122,1,1,2,1,0,Fiber optic,0,0,1,1,0,1,3,0,2,9122,19122.1225,1
711227-UBYKY,Female,122,1,1,35,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,1,3,25.75,882.55,0
4881-GQJTW,Male,122,0,0,14,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,2,19.6,3122122.4,0
8519-QJGJD,Female,122,0,0,14,1,0,Fiber optic,0,0,1,0,0,0,3,0,3,75.35,112225.95,1
7876-DNYAP,Female,122,1,1,69,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,19.8,1436.95,0
791225-NJMXS,Male,1,1,0,7,1,1,DSL,1,1,0,1,0,0,3,0,3,64.2,475,0
2882-WDTBA,Male,122,1,1,69,1,0,DSL,1,1,1,1,1,0,24,1,5,75.75,5388.15,0
212291-GPPIQ,Female,122,1,1,72,1,1,DSL,0,1,0,1,1,1,24,1,3,78.95,573122.15,0
6326-MTTXK,Male,122,0,0,8,1,1,Fiber optic,0,1,0,0,1,1,3,0,3,1122122.85,819.55,1
512271-FBJFS,Female,122,1,1,4,1,0,DSL,1,0,0,0,0,0,3,0,3,5122.3,217.1,0
2796-UUZZO,Male,122,1,1,63,1,0,Fiber optic,0,1,1,0,0,0,3,1,2,8122.3,4896.35,0
2429-AYKKO,Male,122,0,0,72,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,19.85,1434.1,0
9798-OPFEM,Female,122,0,0,46,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,1,3,21.1,937.1,0
12233122-IVZHA,Female,122,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,3,0,3,69.95,33122.15,1
3794-NFNCH,Male,122,1,0,3122,1,0,DSL,0,0,1,0,0,0,3,1,4,5122,1474.9,0
5193-QLVZB,Male,122,0,0,63,1,1,Fiber optic,0,1,1,0,1,1,24,1,5,11224.75,6536.5,0
7114-AEOZE,Female,122,0,0,6122,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,19.85,1128.1,0
2886-KEFUM,Female,122,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,12,1,3,11227.5,6873.75,1
5522-NYKPB,Male,122,1,1,25,1,0,Fiber optic,0,0,0,1,1,0,3,0,3,85.9,2199.1225,0
4237-RLAQD,Male,122,0,0,1,1,0,DSL,0,0,0,0,0,0,3,1,4,45.85,45.85,1
9957-YODKZ,Male,1,1,0,6,1,1,Fiber optic,0,0,1,0,0,0,3,1,3,8122.8,457.1,0
6518-KZXCB,Male,122,0,0,22,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,25.25,566.5,0
2245-ADZFJ,Female,122,1,1,31,1,1,DSL,0,1,0,1,1,1,24,0,5,8122.55,2471.6,0
7776-QGYJC,Female,122,1,1,39,1,0,Fiber optic,0,0,1,1,0,0,3,1,5,81.5,311227.3,0
9313-QOLTZ,Male,122,0,0,26,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,2122.9,518.3,0
9651-GTSAQ,Female,122,1,0,53,1,0,Fiber optic,1,1,1,0,1,1,12,1,5,11226.1,5769.75,1
3186-BAXNB,Female,122,0,0,1,1,0,Fiber optic,0,1,0,1,1,0,3,0,3,91.7,91.7,1
4672-FOTSD,Male,122,0,0,12,1,1,DSL,1,1,0,1,0,0,3,1,3,67.25,832.3,0
122637-YLETY,Female,122,0,0,16,1,1,Fiber optic,0,1,1,0,0,1,3,1,2,95.6,1555.65,1
9818-XQCUV,Female,122,0,0,2,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,2122.35,45.3,0
7338-ERIVA,Male,122,0,1,39,0,0 phone service,DSL,1,0,0,1,1,0,12,0,5,45.1225,179122.6,0
1157-BQCUW,Male,122,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,3,1,3,74.95,74.95,1
8259-NFJTV,Female,122,1,1,7,0,0 phone service,DSL,1,0,0,1,0,0,3,0,4,34.65,246.6,0
3223-DWFIO,Male,1,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,3,0,3,69.35,261.65,0
266122-EMUBI,Male,1,0,0,1122,1,1,Fiber optic,0,0,0,0,1,1,3,1,3,95.35,898.35,1
6968-GMKPR,Female,122,0,0,55,1,0,Fiber optic,0,1,1,0,0,0,3,1,3,81.55,451229.5,0
4751-ERMAN,Male,122,1,1,72,1,0,DSL,0,1,1,0,1,1,24,1,5,75.4,548122.25,0
1436-ZMJAN,Female,122,1,0,1122,1,0,DSL,0,0,1,0,1,1,3,1,2,67.8,653.15,0
3292-PBZEJ,Male,1,0,0,11,1,1,Fiber optic,0,1,1,1,1,1,3,1,3,111.4,1183.1225,0
122799-DDIHE,Female,122,1,1,15,1,0,DSL,0,0,0,0,0,0,3,0,3,46.3,639.45,0
31227122-FNFZQ,Female,122,1,1,23,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,2122.4,478.75,0
2812-SFXMJ,Male,122,0,1,1,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,2122.1225,2122.1225,0
7675-OZCZG,Female,1,0,0,3,1,0,DSL,0,0,0,0,0,0,3,0,3,45,127.1,1
512214-WUQMG,Male,122,1,1,47,1,0,Fiber optic,1,1,1,0,0,1,12,1,3,96.1,4391.45,0
5312-TSZVC,Female,122,0,1,15,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,4,19.65,27122.6,0
21221223-CKLOR,Male,122,0,0,66,1,0,Fiber optic,0,1,1,0,1,1,3,0,3,99.5,671122.5,1
122993-OSGPT,Female,1,1,0,68,1,0,DSL,0,1,1,1,0,0,12,1,5,6122.65,3975.9,0
9254-RBFON,Female,122,1,1,17,1,0,Fiber optic,0,0,1,1,1,1,12,0,5,98.6,171224.95,1
121225-WNWPJ,Female,122,0,0,7,1,0,DSL,0,0,0,1,1,0,3,1,4,59.5,415.95,1
9391-EOYLI,Male,1,1,0,12,1,0,Fiber optic,0,0,0,0,0,1,3,1,3,8122.45,95122.2,1
711228-DGVUU,Female,1,1,0,21,1,1,DSL,0,1,1,0,0,1,12,0,5,71.7,1497.1225,0
2782-JEEBU,Male,122,0,0,21,0,0 phone service,DSL,0,1,0,1,0,0,3,1,4,36,78122.15,0
5127-BZENZ,Female,122,1,1,56,1,1,DSL,1,0,0,0,1,0,12,0,5,65.2,3512.15,0
272122-FVBQP,Female,122,1,1,6,1,1,DSL,0,0,0,0,0,0,3,1,2,48.95,273.25,0
991226-NHHVC,Female,1,0,0,65,0,0 phone service,DSL,0,1,1,0,1,1,24,1,5,53.5,3517.9,0
4522-XRWWI,Male,122,1,0,42,1,1,DSL,1,0,0,1,1,1,12,0,2,8122.45,3375.9,0
3766-EJLFL,Female,122,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,24,1,5,11229.1225,751228.55,0
5939-SXWHM,Male,122,1,1,48,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,26.3,1245.1225,0
8152-UOBNY,Female,1,0,0,5122,1,1,Fiber optic,0,1,0,1,1,1,12,1,3,11226.8,5347.95,0
7351-KYHQH,Female,1,0,0,7,1,0,DSL,0,1,1,0,1,0,3,1,3,64.95,493.65,0
7643-RCHXS,Female,122,1,1,63,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,3,19.35,1263.85,0
8246-SHFGA,Male,122,0,0,17,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,2,21.1,385.55,0
8387-MOJJT,Female,122,1,1,42,1,0,Fiber optic,0,0,0,0,1,0,3,1,2,77.95,3384,1
12262122-XEFWH,Male,122,1,1,4,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,18.85,84.2,0
6485-QXWWE,Female,122,0,1,62,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,26,1638.7,0
2761-OCIAX,Male,1,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,3,1,3,74.7,165.4,1
7321-VGNKU,Female,122,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,3,1,3,7122.35,12122.25,0
5327-CNLUQ,Male,122,1,0,48,1,1,Fiber optic,1,1,1,0,1,0,24,1,5,96.9,4473.45,0
7552-KEYGT,Male,122,1,0,27,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,19.55,52122.55,0
5816-JMLGY,Female,122,1,1,7122,1,0,DSL,0,1,1,1,1,1,24,1,5,8122.4,5717.85,0
312268-OMWZA,Male,1,0,0,1,1,1,Fiber optic,0,0,1,0,1,0,3,1,3,88.8,88.8,1
2927-QRRQV,Male,122,1,0,46,1,1,Fiber optic,0,1,1,0,1,0,12,1,3,94.65,4312.5,0
612232-KRXXO,Male,122,0,0,3122,1,0,Fiber optic,0,0,0,0,1,1,3,1,3,9122.25,2755.35,1
7459-RRWQZ,Female,122,0,0,15,1,1,DSL,1,0,0,0,0,1,3,1,5,64.65,994.55,1
6265-SXWBU,Male,122,1,1,69,1,1,Fiber optic,0,1,1,0,1,0,12,0,2,95.75,6511.25,0
7941-RCJOW,Male,122,0,0,65,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,1,2,19.55,1218.65,0
6374-NTQLP,Male,1,1,1,72,1,0,Fiber optic,1,0,1,1,1,1,24,1,2,11224.1,7447.7,0
4154-AQUGT,Male,1,1,0,13,1,0,Fiber optic,0,1,0,1,0,1,3,1,5,89.1225,1169.35,1
2387-KDZQY,Male,122,0,0,17,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,1,4,2122.1,279.5,0
3584-WKTTW,Male,122,1,0,51,1,1,Fiber optic,1,0,1,1,1,1,12,1,3,111.55,572122.35,0
3399-BMLVW,Male,122,1,1,51,1,0,DSL,1,1,0,1,0,0,24,0,2,6122.5,3121.45,0
1971-DTCZB,Female,122,1,0,72,1,1,DSL,1,1,1,1,1,1,24,1,5,9122.95,6468.6,0
312292-IGHWF,Male,122,1,1,67,1,1,Fiber optic,0,1,1,0,0,0,12,0,3,87.4,5918.8,1
3374-PZLXD,Male,122,0,0,34,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,19.7,675.6,0
3813-DHBBB,Male,122,1,0,67,0,0 phone service,DSL,1,1,0,1,0,1,24,1,5,5122.95,3521.7,0
2812-REYAT,Female,122,1,0,49,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,1,5,2122.1225,923.1,0
6518-PPLMZ,Male,122,1,1,53,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,1,4,19.4,111122.35,0
4939-KYYPY,Male,122,0,0,27,1,1,DSL,0,0,1,1,0,0,3,0,3,59.45,1611.65,0
812217-LXHFA,Female,1,0,0,23,1,0,Fiber optic,0,1,0,0,1,1,3,1,3,94.75,2293.6,1
593122-GBIWP,Male,122,0,0,69,1,1,DSL,1,1,1,1,0,1,24,1,2,81.5,5553.25,0
612222-KOUQO,Female,122,1,1,2,0,0 phone service,DSL,0,0,0,1,0,0,3,0,5,29.1225,44.75,0
6352-TWCAU,Female,122,0,0,35,1,1,Fiber optic,0,0,0,0,1,0,3,1,3,86.45,312229.1,1
2361-UPSND,Female,122,1,0,46,1,0,DSL,1,1,0,1,0,1,12,0,4,7122.6,3231.1225,0
612235-RIIOM,Female,122,0,0,54,1,1,Fiber optic,0,1,0,0,1,1,24,1,5,97.2,5129.45,0
2929-QNSRW,Female,122,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,12,1,3,98.25,551228.35,1
1262-OPMFY,Female,122,1,0,9,1,0,Fiber optic,0,0,1,0,0,0,3,1,5,75.75,655.9,1
951224-DSHWM,Male,122,0,0,2122,1,1,DSL,1,0,0,1,0,0,3,0,5,59.2,1191.2,0
512235-BVCXS,Male,122,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,3,1,4,75.9,866.4,0
6267-DCFFZ,Female,1,1,0,3122,1,1,Fiber optic,0,1,0,0,1,0,3,1,3,9122.1225,2627.2,0
3533-UVMOM,Male,122,1,0,68,1,0,DSL,1,1,1,0,0,1,24,0,5,7122.95,4741.45,0
2439-LYPMQ,Male,1,1,0,38,1,1,Fiber optic,0,1,1,0,1,1,3,1,3,11222.6,41221229.2,0
4248-QPAVC,Female,1,1,0,17,1,1,Fiber optic,1,0,1,0,0,0,3,1,5,85.35,1463.45,1
1899-VXWXM,Male,122,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,12,1,2,11226.1,512282.8,1
1478-VPOAD,Female,122,0,0,1,1,0,DSL,0,0,0,0,0,0,3,0,3,43.8,43.8,0
9995-HOTOH,Male,122,1,1,63,0,0 phone service,DSL,1,1,1,0,1,1,24,0,3,59,371227.6,0
2988-PLAHS,Female,122,0,0,3,1,0,DSL,0,0,1,0,1,1,12,1,3,69.95,22122.45,0
1371-OJCEK,Female,122,0,0,48,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,5,24.35,1133.7,0
4999-IEZLT,Male,122,0,0,66,0,0 phone service,DSL,0,0,0,1,0,0,12,0,2,29.45,1983.15,0
8883-A0DQ,Female,122,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,24,1,2,84.4,5746.75,0
469122-LLKUA,Male,1,0,0,17,1,0,DSL,0,0,0,0,0,0,3,1,3,45.1225,77122.6,1
2351-RRBUE,Female,122,1,1,7,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,4,2122.65,134.1225,0
598122-BDHPY,Male,122,1,0,72,1,1,DSL,1,1,1,1,1,1,24,1,5,87.1,623122.1,0
1498-DQNRX,Female,122,1,0,29,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,19.85,573.1225,0
9469-WEJBT,Male,122,1,0,37,1,0,Fiber optic,0,0,1,1,0,1,3,1,3,9122.35,3419.3,0
3331-HQDTW,Female,122,0,0,34,1,1,Fiber optic,1,1,1,0,1,1,3,1,4,11229.8,3587.25,1
949122-DFPMD,Female,1,0,0,42,1,1,Fiber optic,0,0,0,0,1,0,3,1,3,84.65,3541.35,1
2581-VKIRT,Female,122,1,1,59,1,1,DSL,1,1,0,1,0,0,12,0,4,65.5,381221.3,0
5442-XSDCW,Male,122,1,1,11,1,0,Fiber optic,0,0,0,0,1,0,3,1,5,79.5,868.5,1
7426-WEIJX,Male,1,1,1,6122,1,1,Fiber optic,1,0,0,0,0,0,3,1,3,8122.95,4859.1,0
2851-MMUTZ,Female,122,0,0,27,1,0,DSL,0,1,0,1,0,0,3,1,4,56.15,1439.35,0
312249-NDXFL,Female,122,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,3,0,4,85.8,85.8,1
858122-AECUZ,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,3,1,3,79.1,79.1,1
331227-TLCUD,Male,122,1,0,17,0,0 phone service,DSL,1,0,1,0,0,0,3,0,4,34.4,592.75,0
6625-FLE0,Male,122,1,0,58,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,2122.75,1185.95,0
2967-MXRAV,Male,122,1,1,1,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,4,18.8,18.8,0
7963-GQRMY,Female,122,1,1,3,1,0,DSL,0,0,0,0,0,0,3,0,4,44.3,134.5,1
8189-HBVRW,Female,122,0,0,53,1,1,Fiber optic,1,1,1,0,0,0,3,0,3,9122.8,4921.2,0
4163-KIUHY,Male,122,0,0,35,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,1,3,25.6,91221.25,0
1228-FZFRV,Male,122,1,1,5122,1,1,Fiber optic,1,0,1,0,1,1,3,0,2,11225.95,5341.8,1
35122122-NSDOA,Male,122,1,1,68,1,1,DSL,0,1,0,1,0,1,24,0,2,7122.8,4859.95,0
1171-TYKUR,Male,122,1,0,47,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,3,25.4,1139.2,0
3761-FLYZI,Female,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,3,1,5,11228.8,712282.45,0
212258-DCJBE,Male,122,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,3,1,3,69.75,324.6,1
5364-XYIRR,Male,122,1,0,51,1,1,Fiber optic,0,0,0,0,1,1,3,1,3,94.65,4812.75,1
4829-AUOAX,Female,122,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,3,0,5,96.1225,4399.5,1
1219-NNDDO,Female,122,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,3,1,3,76.85,663.55,0
8388-DMKAE,Female,122,0,0,8,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,2122.25,174.65,0
441223-BWPAY,Male,122,0,0,14,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,1,2,24.8,321.7,0
9659-QEQSY,Female,122,0,0,45,1,1,Fiber optic,1,1,1,1,1,1,3,1,3,115.65,5125.5,0
541225-ZMYXQ,Female,122,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,3,1,2,74.6,548.9,0
512247-LHVLY,Male,1,0,1,1,1,0,DSL,0,0,1,0,0,0,3,1,4,5122.15,5122.15,1
1442-OKRJE,Male,122,1,1,66,1,0,Fiber optic,1,1,1,0,1,1,12,1,5,11223.15,712231.3,0
4737-AQCPU,Male,122,1,1,72,1,1,DSL,1,1,1,1,0,0,24,0,2,72.1,512216.65,0
9158-VCTQB,Female,122,1,0,41,1,1,Fiber optic,1,1,1,1,1,1,3,1,5,113.6,4594.95,1
281228-CHTDM,Female,122,1,1,23,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,25.1,611.45,0
6311-UEUME,Female,122,0,0,29,1,0,Fiber optic,0,0,0,0,1,0,3,1,3,78.9,2384.15,1
122793-TWELN,Female,122,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,3,1,3,8122.15,319.85,0
3283-WCWXT,Male,122,1,1,6,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,25.4,153.3,0
11226122-ENTOF,Female,1,1,0,67,1,1,Fiber optic,1,1,1,1,0,1,12,1,2,11225.4,712235.6,0
122999-QXNSA,Male,1,0,1,7,1,0,DSL,0,0,0,0,0,0,3,1,4,45.75,344.2,0
5451-MHQOF,Male,122,1,1,56,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,1,4,24.45,1431.65,0
4836-WNF0,Female,122,1,0,72,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,25,1849.2,0
9225-BZLNZ,Male,122,1,0,72,1,1,DSL,1,1,1,0,1,1,24,1,3,85.25,612283.1,0
122354-VXMJC,Male,122,1,1,23,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,19.6,426.65,0
4422-QVIJA,Female,122,0,1,35,1,1,DSL,0,0,0,0,0,0,3,0,4,5122.15,1655.35,0
9365-SRSZE,Male,1,1,0,27,1,0,Fiber optic,0,0,0,0,0,0,3,1,3,7122.55,1943.9,0
6839-ITVZJ,Female,122,1,1,26,1,1,DSL,0,1,0,1,0,0,3,1,3,6122.1225,1616.15,1
8332-OSJDW,Male,122,1,1,12,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,4,26.4,314.95,0
4735-BJKOU,Female,122,0,0,4122,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,2122.15,81224.85,0
122274-JKUJR,Male,122,1,1,7,0,0 phone service,DSL,1,1,1,0,1,1,3,0,4,58.85,465.7,0
574122-YHGTW,Male,122,1,1,7122,1,1,Fiber optic,1,1,0,0,1,0,3,1,2,97.55,6669.1225,0
8917-SZTTJ,Male,122,1,1,6122,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,19.65,1161.75,0
1696-MZVAU,Male,122,1,1,39,0,0 phone service,DSL,0,0,0,0,0,0,12,1,2,25.25,947.75,0
7359-WWYJV,Male,122,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,24,0,2,114.45,8375.1225,0
122375-HVGXO,Female,122,0,0,1,0,0 phone service,DSL,0,0,0,0,1,0,3,1,3,34.7,34.7,1
491226-ZHGPK,Male,122,1,1,54,1,1,DSL,0,1,0,1,1,0,12,1,3,7122.7,377122,0
8593-WHYHV,Male,122,0,0,3,1,1,Fiber optic,0,0,0,0,0,1,3,1,3,85.3,264.8,1
3795-GWTRD,Female,122,1,1,63,1,0,DSL,1,1,1,1,1,0,24,0,2,75.55,471227.85,0
1298-PHBTI,Male,122,1,1,71,1,1,Fiber optic,0,1,0,1,0,0,24,1,3,84.8,6152.4,0
6223-DHJGV,Female,122,0,0,42,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,1,4,2122.65,958.1,0
6961-MJKBO,Male,122,0,0,47,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,5,2122.45,943,0
612297-EQISJ,Female,122,1,1,66,1,1,Fiber optic,0,1,1,0,1,1,12,1,2,11222.45,6615.15,1
4423-YLHDV,Female,122,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,3,1,5,11224.4,22122122.25,1
8158-WPEZG,Male,122,0,0,11,0,0 phone service,DSL,0,1,0,1,0,0,3,1,3,35.65,425.1,0
12211227-YHINA,Male,122,0,1,1,1,1,Fiber optic,0,0,1,0,1,1,3,1,3,99.75,99.75,1
4918-FYJNT,Female,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,3,0,3,9122.45,512244.8,0
122727-BNRLG,Male,122,0,0,69,1,1,Fiber optic,0,1,1,1,1,0,24,1,2,97.65,6743.55,0
4854-CIDCF,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,3,0,3,73.85,196.4,0
864122-SDGKB,Male,122,0,0,4,1,0,DSL,0,0,1,1,1,1,3,1,3,74.4,299.7,1
328122-MRDOF,Male,1,0,0,3122,1,1,DSL,0,0,1,1,1,0,24,1,2,69.1,212293.9,0
6435-SRWBJ,Female,122,0,0,5,1,1,Fiber optic,0,0,1,1,0,0,3,1,3,82.75,417.75,0
9964-WBQDJ,Female,122,1,0,71,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,1,2,24.4,1725.4,0
631223-KFWSL,Female,122,0,0,29,1,1,DSL,0,1,0,0,0,0,12,1,3,55.25,162122.2,0
171222-CCFNJ,Male,122,1,0,52,1,1,DSL,0,1,0,1,0,0,3,0,5,61.35,3169.55,0
8932-CZHRQ,Male,122,0,0,68,1,1,DSL,1,1,1,0,0,1,12,0,2,76.75,5233.25,0
122386-CWRGM,Female,122,1,1,46,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,19.4,967.85,0
5515-RUGKN,Male,122,0,0,8,1,0,DSL,0,0,0,0,0,1,3,1,2,54.75,438.1225,0
12241224-AHASP,Male,122,1,0,72,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,19.7,1421.9,0
7279-NMVJC,Female,122,0,0,17,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,12,0,5,19.9,323.15,0
212281-VEYEH,Male,122,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,3,1,3,11227.95,318.6,0
641227-UTSLV,Female,1,0,0,2,1,0,Fiber optic,0,1,0,0,1,0,3,1,5,83.8,163.7,0
4116-TZAQJ,Female,122,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,3,1,2,74.25,639.65,1
91226122-HJJRW,Female,122,0,0,51,0,0 phone service,DSL,0,1,1,0,1,1,12,1,2,56.4,2928.5,0
2587-YNLES,Female,122,1,1,6,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,4,2122.1,1122122.35,0
7398-SKNQZ,Female,122,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,3,0,3,94.9,273.2,0
5935-FCCNB,Female,1,0,0,17,1,1,Fiber optic,0,0,0,0,1,1,3,1,3,94.2,161228.15,0
1958-RNRKS,Male,122,1,0,3122,1,1,DSL,0,0,0,0,0,0,3,0,3,49.9,1441.95,0
5136-RGMZO,Male,122,0,0,31,1,1,DSL,0,1,0,1,1,0,3,1,3,71.1225,2168.15,0
8345-MVDYC,Female,122,0,0,45,1,0,DSL,1,0,1,1,1,1,24,0,5,81.65,3618.7,0
8226-BXGES,Male,122,1,0,64,1,1,Fiber optic,1,1,1,0,0,0,12,0,5,89.45,5692.65,0
3877-JRJIP,Male,122,0,0,1,1,1,DSL,0,0,0,0,1,0,3,1,3,59.85,59.85,1
8375-DKEBR,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,3,1,3,69.6,69.6,1
971225-IOVQQ,Male,1,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,12,0,3,99,5969.3,0
112215-OWJKI,Male,122,0,0,1,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,19.1225,19.1225,0
7511-YMXVQ,Male,122,0,0,9,0,0 phone service,DSL,0,0,0,0,1,1,3,1,3,45.4,418.8,1
21224122-XBAVJ,Male,122,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,24,0,5,114.45,81122122.55,0
7551-JOHTI,Female,122,0,0,1,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,0,4,19.5,19.5,1
8887-IPQNC,Female,122,1,0,7,1,0,DSL,0,0,0,0,0,0,3,1,4,44.25,313.45,0
8646-JCOMS,Female,122,1,0,66,1,1,Fiber optic,0,1,1,1,0,0,12,1,5,9122.55,613122.95,0
981224-ICWBG,Male,122,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,3,1,3,69.9,69.9,1
1222-KJNZD,Male,122,1,1,4122,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,3,1,5,2122.4,745.3,0
12211226-GHRQR,Male,122,0,0,16,1,1,DSL,0,1,1,0,0,1,3,1,5,71.4,1212.1,0
5318-IXUZF,Female,122,0,0,2,1,0,Fiber optic,0,1,0,0,1,0,3,1,5,87.15,183.75,1
3768-VHXQO,Male,122,1,0,67,1,1,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,0,2,24.85,1583.5,0
8952-WCVCD,Female,122,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,12,1,5,11224.45,4162.1225,0
2418-TPEUN,Female,122,1,1,56,1,0,0,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,0 internet service,24,1,2,19.8,1119.9,0
